Date,Open,High,Low,Close,Adj Close,Volume
2020-01-29,132000.000000,133000.000000,129000.000000,131000.000000,131000.000000,1318578
2020-01-30,130000.000000,130500.000000,126500.000000,127500.000000,127500.000000,1034661
2020-01-31,128500.000000,129500.000000,124500.000000,125000.000000,125000.000000,1035126
2020-02-03,123000.000000,125000.000000,121000.000000,123500.000000,123500.000000,1270442
2020-02-04,123500.000000,126000.000000,122500.000000,124000.000000,124000.000000,1203992
2020-02-05,125000.000000,126000.000000,123500.000000,124000.000000,124000.000000,1032267
2020-02-06,125500.000000,133000.000000,125500.000000,132000.000000,132000.000000,1659774
2020-02-07,130500.000000,131000.000000,127500.000000,131000.000000,131000.000000,999598
2020-02-10,129500.000000,132000.000000,129000.000000,130000.000000,130000.000000,669628
2020-02-11,131000.000000,135000.000000,130500.000000,132500.000000,132500.000000,949247
2020-02-12,132500.000000,137500.000000,132500.000000,136000.000000,136000.000000,1373302
2020-02-13,137000.000000,137500.000000,133000.000000,133000.000000,133000.000000,1035208
2020-02-14,132500.000000,135000.000000,131500.000000,133500.000000,133500.000000,591584
2020-02-17,133500.000000,136000.000000,132500.000000,135500.000000,135500.000000,555451
2020-02-18,134000.000000,134500.000000,131000.000000,132500.000000,132500.000000,744150
2020-02-19,133000.000000,134000.000000,130500.000000,131500.000000,131500.000000,776121
2020-02-20,132500.000000,133000.000000,129000.000000,130000.000000,130000.000000,711858
2020-02-21,128000.000000,129500.000000,127000.000000,128000.000000,128000.000000,686417
2020-02-24,124500.000000,125000.000000,122000.000000,122500.000000,122500.000000,911932
2020-02-25,122500.000000,124500.000000,122000.000000,122500.000000,122500.000000,796176
2020-02-26,121000.000000,124000.000000,120000.000000,122500.000000,122500.000000,1001834
2020-02-27,122500.000000,123500.000000,120000.000000,121000.000000,121000.000000,779402
2020-02-28,118500.000000,119000.000000,114000.000000,115000.000000,115000.000000,1777353
2020-03-02,116000.000000,116000.000000,113000.000000,113500.000000,113500.000000,1183337
2020-03-03,116000.000000,116500.000000,112000.000000,112500.000000,112500.000000,1414986
2020-03-04,112000.000000,114000.000000,112000.000000,113000.000000,113000.000000,1319901
2020-03-05,115500.000000,116000.000000,113000.000000,114000.000000,114000.000000,1135241
2020-03-06,113000.000000,113500.000000,110000.000000,110500.000000,110500.000000,1746834
2020-03-09,110500.000000,110500.000000,110500.000000,110500.000000,110500.000000,0
2020-03-10,102500.000000,105000.000000,101000.000000,102000.000000,102000.000000,2491487
2020-03-11,103000.000000,103000.000000,99700.000000,100000.000000,100000.000000,2005654
2020-03-12,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,0
2020-03-13,86500.000000,90200.000000,83500.000000,87200.000000,87200.000000,4835445
2020-03-16,88300.000000,89500.000000,82900.000000,82900.000000,82900.000000,2674557
2020-03-17,78100.000000,83400.000000,78100.000000,80100.000000,80100.000000,2492208
2020-03-18,80500.000000,81200.000000,73500.000000,73500.000000,73500.000000,2679420
2020-03-19,75000.000000,75900.000000,65100.000000,65900.000000,65900.000000,3138004
2020-03-20,67500.000000,72400.000000,65000.000000,71100.000000,71100.000000,3349914
2020-03-23,67200.000000,71000.000000,66200.000000,68900.000000,68900.000000,2391540
2020-03-24,71500.000000,75800.000000,69800.000000,74800.000000,74800.000000,2856282
2020-03-25,79800.000000,85600.000000,78800.000000,84500.000000,84500.000000,4604452
2020-03-26,85800.000000,90200.000000,82300.000000,84900.000000,84900.000000,3787074
2020-03-27,89700.000000,90000.000000,84500.000000,86400.000000,86400.000000,2513938
2020-03-30,82800.000000,86400.000000,82100.000000,85400.000000,85400.000000,1743720
2020-03-31,87700.000000,88700.000000,86000.000000,88700.000000,88700.000000,2138183
2020-04-01,88500.000000,90100.000000,85300.000000,85400.000000,85400.000000,2139848
2020-04-02,85300.000000,86800.000000,83000.000000,86600.000000,86600.000000,1487243
2020-04-03,86600.000000,87000.000000,85600.000000,86300.000000,86300.000000,1170052
2020-04-06,86500.000000,88800.000000,85900.000000,88800.000000,88800.000000,1688599
2020-04-07,92100.000000,92500.000000,88600.000000,90400.000000,90400.000000,2601711
2020-04-08,89800.000000,91900.000000,88900.000000,90000.000000,90000.000000,1785939
2020-04-09,92300.000000,97900.000000,91100.000000,97100.000000,97100.000000,3787201
2020-04-10,97400.000000,101500.000000,96200.000000,99700.000000,99700.000000,2806785
2020-04-13,98800.000000,99000.000000,97400.000000,97800.000000,97800.000000,1339638
2020-04-14,98600.000000,101500.000000,97700.000000,100000.000000,100000.000000,1582587
2020-04-16,98900.000000,100500.000000,98300.000000,99100.000000,99100.000000,1341452
2020-04-17,101000.000000,103500.000000,100000.000000,100500.000000,100500.000000,1487879
2020-04-20,100000.000000,100500.000000,97100.000000,97600.000000,97600.000000,2142176
2020-04-21,96100.000000,96500.000000,91300.000000,93500.000000,93500.000000,3634142
2020-04-22,90800.000000,95200.000000,89400.000000,92600.000000,92600.000000,3115871
2020-04-23,93700.000000,95100.000000,92100.000000,92400.000000,92400.000000,3196313
2020-04-24,91300.000000,92300.000000,90100.000000,90100.000000,90100.000000,2135488
2020-04-27,90300.000000,92500.000000,90200.000000,91600.000000,91600.000000,1219677
2020-04-28,92500.000000,94400.000000,92200.000000,93200.000000,93200.000000,1448692
2020-04-29,93500.000000,94000.000000,92400.000000,93600.000000,93600.000000,1193284
2020-05-04,91100.000000,92900.000000,90700.000000,91500.000000,91500.000000,1264378
2020-05-06,93300.000000,94200.000000,92600.000000,93200.000000,93200.000000,1039600
2020-05-07,92800.000000,93000.000000,91800.000000,92600.000000,92600.000000,826239
2020-05-08,93000.000000,95400.000000,93000.000000,94500.000000,94500.000000,1749677
2020-05-11,95800.000000,96500.000000,93500.000000,93700.000000,93700.000000,1889278
2020-05-12,93200.000000,93800.000000,91100.000000,91900.000000,91900.000000,1259874
2020-05-13,90500.000000,93100.000000,90500.000000,93100.000000,93100.000000,966892
2020-05-14,92600.000000,92900.000000,91500.000000,92300.000000,92300.000000,982612
2020-05-15,92000.000000,92700.000000,91200.000000,92300.000000,92300.000000,822472
2020-05-18,92100.000000,92200.000000,91000.000000,91900.000000,91900.000000,741214
2020-05-19,95000.000000,99400.000000,94700.000000,99100.000000,99100.000000,4564370
2020-05-20,98000.000000,98300.000000,96300.000000,97300.000000,97300.000000,1828158
2020-05-21,98600.000000,98700.000000,96600.000000,97200.000000,97200.000000,1471917
2020-05-22,97100.000000,97200.000000,94000.000000,94500.000000,94500.000000,1619476
2020-05-25,94900.000000,96200.000000,94000.000000,96000.000000,96000.000000,1185541
2020-05-26,96000.000000,99500.000000,95500.000000,97800.000000,97800.000000,2006216
2020-05-27,98700.000000,99500.000000,97300.000000,98100.000000,98100.000000,1620664
2020-05-28,99500.000000,99600.000000,96200.000000,97200.000000,97200.000000,1602694
2020-05-29,96300.000000,99200.000000,96300.000000,98000.000000,98000.000000,2010414
2020-06-01,98000.000000,101500.000000,98000.000000,100000.000000,100000.000000,1908428
2020-06-02,99500.000000,103000.000000,98700.000000,102500.000000,102500.000000,2155405
2020-06-03,106000.000000,110000.000000,105500.000000,108500.000000,108500.000000,3118795
2020-06-04,112000.000000,113000.000000,105000.000000,108500.000000,108500.000000,2823041
2020-06-05,108000.000000,112000.000000,106500.000000,111000.000000,111000.000000,2128094
2020-06-08,114000.000000,114500.000000,111500.000000,113000.000000,113000.000000,1640392
2020-06-09,114000.000000,115000.000000,110500.000000,112000.000000,112000.000000,1504910
2020-06-10,111000.000000,112000.000000,109000.000000,111500.000000,111500.000000,1377837
2020-06-11,110000.000000,111000.000000,107000.000000,108500.000000,108500.000000,2376313
2020-06-12,101500.000000,105000.000000,101500.000000,103500.000000,103500.000000,1977558
2020-06-15,102000.000000,102500.000000,97000.000000,97000.000000,97000.000000,2022775
2020-06-16,99100.000000,101500.000000,99100.000000,101500.000000,101500.000000,1389765
2020-06-17,100500.000000,101000.000000,98800.000000,100500.000000,100500.000000,1326645
2020-06-18,99100.000000,102000.000000,98400.000000,100000.000000,100000.000000,1155455
2020-06-19,101000.000000,101500.000000,99100.000000,100000.000000,100000.000000,903928
2020-06-22,99100.000000,100000.000000,98500.000000,98500.000000,98500.000000,921187
2020-06-23,99200.000000,101000.000000,98000.000000,98700.000000,98700.000000,1095698
2020-06-24,100000.000000,103500.000000,99800.000000,103000.000000,103000.000000,1813817
2020-06-25,100500.000000,101000.000000,99400.000000,99400.000000,99400.000000,1084453
2020-06-26,100500.000000,101000.000000,99500.000000,100000.000000,100000.000000,670161
2020-06-29,97700.000000,98700.000000,97600.000000,97700.000000,97700.000000,943424
2020-06-30,99100.000000,99300.000000,97700.000000,97700.000000,97700.000000,988987
2020-07-01,98500.000000,99500.000000,98000.000000,98200.000000,98200.000000,640540
2020-07-02,98000.000000,99700.000000,98000.000000,99000.000000,99000.000000,730963
2020-07-03,99900.000000,100500.000000,98600.000000,99200.000000,99200.000000,569575
2020-07-06,99700.000000,102500.000000,98800.000000,101500.000000,101500.000000,1189877
2020-07-07,103000.000000,103500.000000,99200.000000,99200.000000,99200.000000,1379122
2020-07-08,99200.000000,101000.000000,99100.000000,99600.000000,99600.000000,859735
2020-07-09,100000.000000,101000.000000,99600.000000,99600.000000,99600.000000,922604
2020-07-10,99400.000000,99500.000000,98000.000000,98300.000000,98300.000000,1099298
2020-07-13,99200.000000,101500.000000,98500.000000,101500.000000,101500.000000,1376002
2020-07-14,101500.000000,102000.000000,99900.000000,101500.000000,101500.000000,1050563
2020-07-15,104500.000000,110000.000000,104000.000000,109000.000000,109000.000000,4494730
2020-07-16,110500.000000,113000.000000,109000.000000,110000.000000,110000.000000,3254530
2020-07-17,109500.000000,119000.000000,109500.000000,117500.000000,117500.000000,4265529
2020-07-20,119500.000000,125000.000000,118000.000000,121500.000000,121500.000000,4461527
2020-07-21,122000.000000,124500.000000,118000.000000,121500.000000,121500.000000,3138553
2020-07-22,122000.000000,124000.000000,118500.000000,118500.000000,118500.000000,2395083
2020-07-23,118500.000000,125500.000000,116000.000000,124500.000000,124500.000000,4505464
2020-07-24,123500.000000,129000.000000,121500.000000,122500.000000,122500.000000,3908721
2020-07-27,122500.000000,126500.000000,122000.000000,123500.000000,123500.000000,2046059
2020-07-28,124500.000000,126000.000000,122000.000000,123000.000000,123000.000000,1765179
2020-07-29,122500.000000,125500.000000,120000.000000,125000.000000,125000.000000,1897616
2020-07-30,127000.000000,130500.000000,126000.000000,127500.000000,127500.000000,2728427
2020-07-31,128000.000000,129500.000000,125000.000000,126500.000000,126500.000000,1712713
2020-08-03,126500.000000,128500.000000,123500.000000,127000.000000,127000.000000,1868315
2020-08-04,129500.000000,134000.000000,129000.000000,132500.000000,132500.000000,2492506
2020-08-05,133000.000000,135500.000000,132000.000000,134000.000000,134000.000000,1859551
2020-08-06,136500.000000,146000.000000,136000.000000,144500.000000,144500.000000,4040334
2020-08-07,145500.000000,149500.000000,144500.000000,147000.000000,147000.000000,3208082
2020-08-10,151500.000000,172500.000000,151000.000000,170000.000000,170000.000000,8460795
2020-08-11,171500.000000,180500.000000,164500.000000,179000.000000,179000.000000,6776406
2020-08-12,174000.000000,178500.000000,170500.000000,172000.000000,172000.000000,4877139
2020-08-13,175000.000000,177500.000000,168500.000000,168500.000000,168500.000000,3191712
