SERIAL_NO,년도,행정구역코드,주차장명,소재지,환승수단,주차장형식,주차급지,주차면수,일반주차요금,환승주차요금,운영기관,자료기준일,위도,경도
2062000007,2020,3102300,정자역환승,경기도 성남시 분당구 성남대로331번길 6,"분당선, 신분당선",2,1,30,200원/10분,,성남도시개발공사 노외주차처,2019-03-15,37.36575281,127.1073292
2062000008,2020,3102300,오리환승,경기도 성남시 분당구 구미동196,분당선,2,1,30,200원/10분,,성남도시개발공사 노외주차처,2019-03-15,37.33972198,127.1094318
2062000011,2020,3102300,수내역,경기도 성남시 분당구 수내로 74,분당선,2,1,30,200원/10분,,성남도시개발공사 노외주차처,2019-03-15,37.37927879,127.1188561
2062000012,2020,3102300,판교역환승,경기도 성남시 분당구 백현동532,"신분당선, 경강선",2,1,30,200원/10분,,성남도시개발공사 노외주차처,2019-03-15,37.39550185,127.110344
2062000014,2020,3102300,서현 환승,경기도 성남시 분당구 서현동264-1외1필지,분당선,2,1,30,200원/10분,,성남도시개발공사 노외주차처,2019-03-15,37.38457526,127.1238824
2071000038,2020,3103000,의2동 의정부(서부)역 철도변,경기도 의정부시 신흥로208번길 39-5 인근,1호선,1,1,10,0,,경기도 의정부시 시설관리공단,2019-12-01,37.740765,127.042847
2072000004,2020,3103000,장암동 장암역(환승),경기도 의정부시 동일로 121 인근,7호선,2,1,10,200원/10분,,경기도 의정부시 시설관리공단,2019-12-01,37.699765,127.053558
2072000005,2020,3103000,녹양동 녹양역(환승),경기도 의정부시 체육로 306-14 인근 (반대 차선 쪽),경원선,2,1,10,200원/10분,,경기도 의정부시 시설관리공단,2019-12-01,37.760799,127.032264
2072000009,2020,3103000,의정부역(환승),경기도 의정부시 평화로 494 인근 도로변(신세계백화점 앞),1호선,2,1,10,200원/10분,,경기도 의정부시 시설관리공단,2019-12-01,37.736669,127.047489
2072000010,2020,3103000,흥선역(라과디아),경기도 의정부시 호국로 1197 흥선역에서 의정부경찰서 방향 우측,의정부,2,1,10,200원/10분,,경기도 의정부시 시설관리공단,2019-12-01,37.743276,127.039846
2081000002,2020,3104100,안양역1노상,경기도 안양시 만안구 안양동 674-19,1호선,1,1,30,400원/10분,,경기도 안양시,2019-09-09,37.4005841,126.9219675
2081000003,2020,3104100,안양역2노상,경기도 안양시 만안구 안양동 668-19,1호선,1,1,30,400원/10분,,경기도 안양시,2019-09-09,37.400793,126.9217368
2082000011,2020,3104100,명학역,경기도 안양시 만안구 안양동 201-23,1호선,2,2,30,300원/10분,,경기도 안양시,2019-09-09,37.3858716,126.9361483
2082000013,2020,3104100,관악역3환승,경기도 안양시 만안구 석수동 110-20,1호선,2,3,30,200원/10분,,경기도 안양시,2019-09-09,37.4189562,126.9097349
2082000014,2020,3104100,관악역4환승,경기도 안양시 만안구 석수동 103-4,1호선,2,3,30,200원/10분,,경기도 안양시,2019-09-09,37.4197843,126.909016
2082000018,2020,3104100,관악역1환승,경기도 안양시 만안구 석수동 259-34,1호선,2,3,30,200원/10분,,경기도 안양시,2019-09-09,37.4192974,126.9081973
2082000019,2020,3104100,관악역2환승,경기도 안양시 만안구 석수동 262-19,1호선,2,3,30,200원/10분,,경기도 안양시,2019-09-09,37.418638,126.9087463
2082000041,2020,3104100,석수역 좌측,경기도 안양시 만안구 석수동 424,1호선,2,,30,0,,경기도 안양시,2019-09-09,37.4335815,126.9019458
2082000042,2020,3104100,석수역 우측,경기도 안양시 만안구 석수동 279-1,1호선,2,,30,0,,경기도 안양시,2019-09-09,37.4138452,126.9093767
2091000007,2020,3104200,평촌역노상,경기도 안양시 동안구 관양동 1604,4호선,1,1,30,400원/10분,,경기도 안양시,2019-09-09,37.3936102,126.962644
2091000010,2020,3104200,범계역노상,경기도 안양시 동안구 호계동 1046-5,4호선,1,1,30,400원/10분,,경기도 안양시,2019-09-09,37.3902007,126.9527476
2092000003,2020,3104200,인덕원환승,경기도 안양시 동안구 관양동 157,4호선,2,2,30,300원/10분,,경기도 안양시,2019-09-09,37.4006529,126.9784869
2141000118,2020,3107000,송탄역진입고가아래(신장동),경기도 평택시 신장동 262-11,1호선,1,,30,1000원/60분,,경기도 평택시청,2019-09-25,37.074524,127.054017
2141000119,2020,3107000,송탄역진입고가아래(지산동),경기도 평택시 신장동 224-25,1호선,1,,30,1000원/60분,,경기도 평택시청,2019-09-25,37.081436,127.050039
2142000015,2020,3107000,송탄역공영,경기도 평택시 신장동 263-169,1호선,2,,30,1000원/60분,,경기도 평택시청,2019-09-25,37.075432,127.0539317
2151000068,2020,3108000,동두천역 담장주차장,경기도 동두천시 동두천동 245-156,경원선,1,2,0,0,,경기도 동두천시청,2019-08-31,37.9286854,127.0538722
2152000025,2020,3108000,동두천역주차장,경기도 동두천시 동두천동 245-6,경원선,2,2,0,0,,경기도 동두천시청,2019-08-31,37.9281619,127.0560671
2153000022,2020,3108000,지행역주차장,경기도 동두천시 지행동 424-1,1호선,3,1,0,0,,경기도 동두천시청,2019-08-31,37.8918364,127.0556432
2153000023,2020,3108000,동두천중앙역주차장,경기도 동두천시 생연동 725-38,경원선,3,2,0,0,,경기도 동두천시청,2019-08-31,37.9010798,127.0564568
2153000024,2020,3108000,보산역주차장,경기도 동두천시 보산동 422,1호선,3,1,0,0,,경기도 동두천시청,2019-08-31,37.9142873,127.0572214
2153000026,2020,3108000,중앙역세권공영주차장,경기도 동두천시 생연동678-60,4호선,3,1,0,0,,경기도 동두천시청,2019-08-31,37.9028553,127.0549801
2155000034,2020,3108000,역전주차장,경기도 동두천시 생연동 683-40,1호선,3,2,0,0,,경기도 동두천시청,2019-08-31,37.9012693,127.0557861
2162000011,2020,3109100,상록수역앞,경기도 안산시 상록구 본오동 874-7,4호선,2,1,30,300원/10분,,경기도 안산시청 교통정책과,2019-08-01,37.302017,126.866523
2162000012,2020,3109100,상록수역 환승,경기도 안산시 상록구 본오동 875-5,4호선,2,2,30,200원/10분,,경기도 안산시청 교통정책과,2019-08-01,37.302769,126.864273
2162000013,2020,3109100,상록수역뒤환승,경기도 안산시 상록구 본오동 876-4,4호선,2,1,30,300원/10분,,경기도 안산시청 교통정책과,2019-08-01,37.303377,126.86515
2162000050,2020,3109100,한대앞역환승,경기도 안산시 상록구 이동 622-3,4호선,2,2,30,200원/10분,,경기도 안산시청 교통정책과,2019-08-01,37.310569,126.851519
2172000010,2020,3109200,중앙역사거리,경기도 안산시 단원구 고잔동 554-2,4호선,2,1,30,300원/10분,,경기도 안산시청 교통정책과,2019-08-01,37.316911,126.832413
2172000075,2020,3109200,안산역 환승,경기도 안산시 단원구 원곡동 380,4호선,2,2,30,200원/10분,,경기도 안산시청 교통정책과,2019-08-01,37.327976,126.787291
2182000003,2020,3110100,화정환승,경기도 고양시 덕양구 화정동 963,3호선,2,4,30,100원/10분,,경기도 고양도시관리공사,2019-12-17,37.63495085,126.8330457
2182000014,2020,3110100,원당환승,경기도 고양시 덕양구 성사동 394,3호선,2,4,30,100원/10분,,경기도 고양도시관리공사,2019-12-17,37.65408443,126.8410987
2192000009,2020,3110400,탄현환승,경기도 고양시 일산서구 탄현동 1636,경의선,2,4,30,100원/10분,,경기도 고양도시관리공사,2019-12-17,37.69535181,126.7613687
2192000010,2020,3110400,일산역,경기도 고양시 일산서구 일산동 1681-3,경의선,2,2,0,0,,경기도 고양도시관리공사,2019-12-17,37.6837005,126.7756553
2201000003,2020,3111000,중앙동 상업지역 주차장,경기도 과천시 관문로 90,4호선,1,2,10,400원/10분,,과천시시설관리공단,2019-11-22,37.42973045,126.9908483
2201000008,2020,3111000,별양동 상업지역 주차장,경기도 과천시 별양상가 1로,4호선,1,2,10,400원/10분,,과천시시설관리공단,2019-11-22,37.428059,126.992345
2231000032,2020,3114000,오산역앞 노상주차장,경기도 오산시 오산동 903-1,1호선,1,1,10,400원/10분,,오산시시설관리공단,2019-06-28,37.14685725,127.0680863
2232000003,2020,3114000,오산역 환승주차장,경기도 오산시 오산동 625-1,1호선,2,1,30,80원/10분,,오산시시설관리공단,2019-06-28,37.14693275,127.066099
2232000021,2020,3114000,세마역 임시공영주차장,경기도 오산시 세교동 603-1,1호선,2,1,1440,0,,오산시청,2019-06-28,37.186269,127.0434646
2232000024,2020,3114000,오산대역 환승주차장,경기도 오산시 수청동 600,1호선,2,1,1440,0,,오산시청,2019-06-28,37.169851,127.0606886
2232000029,2020,3114000,(오산대역인근)수청동 제2임시공영주차장,경기도 오산시 수청동 607-4,,2,1,1440,0,,오산시청,2019-06-28,37.17436192,127.0599676
2233000002,2020,3114000,오산역 제1환승주차장,경기도 오산시 오산동 625-1,1호선,3,1,30,80원/10분,,경기도 오산시시설관리공단,2019-06-01,37.147134,127.066254
2233000004,2020,3114000,오산대역환승주차장,경기도 오산시 수청동 600,1호선,3,1,30,80원/10분,,경기도 오산시시설관리공단,2019-06-01,37.169985,127.060694
2233000006,2020,3114000,세마역환승주차장,경기도 오산시 세교동 592-1,1호선,3,1,30,80원/10분,,경기도 오산시시설관리공단,2019-06-01,37.187221,127.056105
2233000008,2020,3114000,오산역 제2환승주차장,경기도 오산시 오산동 679-1,1호선,3,1,30,80원/10분,,경기도 오산시시설관리공단,2019-06-01,37.147571,127.075408
2242000006,2020,3115000,정왕역,경기도 시흥시 정왕동 876-366(정왕역),4호선,2,2,30,200원/10분,,시흥시시설관리공단,2019-12-17,37.3507561,126.7454461
2242000007,2020,3115000,정왕역1,경기도 시흥시 정왕동 2318-2(시립어린이),4호선,2,2,30,200원/10분,,시흥시시설관리공단,2019-12-17,37.3524401,126.7436573
2242000016,2020,3115000,신천역,경기도 시흥시 신천동 803(신천천),서해선,2,2,30,200원/10분,,시흥시시설관리공단,2019-12-17,37.4396932,126.786408
2242000037,2020,3115000,오이도역환승 노외,경기도 시흥시 정왕동 876-537,4호선,2,,0,0,,시흥시시설관리공단,2019-12-17,37.3613597,126.7376501
2242000052,2020,3115000,정왕역 임시노외,경기도 시흥시 정왕동 2317-13,4호선,2,,0,0,,시흥시시설관리공단,2019-12-17,37.352066,126.744565
2251000005,2020,3116000,군포역1길공영주차장,경기도 군포시 당동 750-24번지 군포역 1번,1호선,1,1,30,200원/10분,,군포시시설관리공단,2019-05-23,37.353157,126.946144
2251000037,2020,3116000,수리산역 주차장,경기도 군포시 산본동 1230,4호선,1,,0,0,,군포시청,2019-05-23,37.348838,126.924821
2252000017,2020,3116000,군포역환승공영주차장,경기도 군포시 당동 261-7번지,1호선,2,1,30,200원/10분,,군포시시설관리공단,2019-05-23,37.350818,126.948223
2252000024,2020,3116000,당정역광장공영주차장,경기도 군포시 당동 881-1,1호선,2,1,30,200원/10분,,군포시시설관리공단,2019-05-23,37.342641,126.948341
2282000058,2020,3119000,전대에버랜드역,경기도 용인시 처인구 포곡읍 전대리 192-38,에버라인,2,1,0,0,,용인시 처인구청,2019-09-30,37.28545275,127.2195993
2292000002,2020,3120000,금촌역 주차장,경기도 파주시 금촌동 329-204번지,경의선,2,,0,0,,경기도 파주시 시설관리공단,2019-09-10,37.763755,126.7692662
2292000016,2020,3120000,금촌역 선로하부 공영 주차장,경기도 파주시 아동동 308-2번지,경의선,2,1,30,500원/30분,,경기도 파주시 시설관리공단,2019-09-10,37.4603,126.464
2292000018,2020,3120000,운정역환승 주차장,경기도 파주시 와동동 1472번지,경의선,2,2,30,200원/30분,,경기도 파주시 시설관리공단,2019-09-10,37.72618921,126.7662652
2292000036,2020,3120000,야당역 환승 주차장,경기도 파주시 야당동 1087번지,경의선,2,,0,0,,경기도 파주시청 도시경관과,2019-09-10,37.7142052,126.7616304
2352000021,2020,3126000,덕계역사공영주차장,경기도 양주시 덕계동 159-3,1호선,2,1,30,200원/10분,,경기도 양주시청,2019-09-30,37.82052159,127.0581248
2352000022,2020,3126000,덕정역사공영주차장,경기도 양주시 덕정동 350-271,1호선,2,1,30,200원/10분,,경기도 양주시청,2019-09-30,37.8413611,127.0620371
2354000012,2020,3126000,덕정역 주차장,경기도 양주시 덕정동 281-4,경원선,2,1,30,200원/10분,,코레일네트웍스㈜,2019-09-30,37.83753317,127.0640175
2354000028,2020,3126000,신환승주차장,경기도 양주시 덕정동 350-269,1호선,2,1,30,200원/10분,,박진형,2019-09-30,37.84157604,127.0617067
